X;CH1;CH2;Start;Increment;;X;CH1;CH2;Start;Increment;;X;CH1;CH2;Start;Increment;;
Sequence;Volt;Volt;-3,50E-03;5,00E-06;;Sequence;Volt;Volt;-3,50E-03;5,00E-06;;Sequence;Volt;Volt;-3,50E-03;5,00E-06;;
900;1,56E+00;1,60E+00;;;;900;-1,20E+00;-6,80E-01;;;;900;-1,32E+00;-1,00E+00;;;;
901;-5,60E-01;1,36E+00;;;;901;-1,28E+00;-7,60E-01;;;;901;-1,36E+00;-1,04E+00;;;;
902;-4,80E-01;1,48E+00;;;;902;-1,20E+00;-6,80E-01;;;;902;-1,32E+00;-1,00E+00;;;;
903;-5,60E-01;1,24E+00;;;;903;-1,28E+00;-8,00E-01;;;;903;-1,36E+00;-1,08E+00;;;;
904;-5,60E-01;1,28E+00;;;;904;-1,24E+00;-7,60E-01;;;;904;-1,32E+00;-1,04E+00;;;;
905;-6,40E-01;1,08E+00;;;;905;-1,28E+00;-8,40E-01;;;;905;-1,40E+00;-1,12E+00;;;;
906;-6,00E-01;1,12E+00;;;;906;-1,32E+00;-8,00E-01;;;;906;-1,40E+00;-1,08E+00;;;;
907;-6,80E-01;9,20E-01;;;;907;-1,24E+00;-8,80E-01;;;;907;-1,32E+00;-1,12E+00;;;;
908;-6,40E-01;9,20E-01;;;;908;-1,28E+00;-8,40E-01;;;;908;-1,40E+00;-1,08E+00;;;;
909;-7,60E-01;7,60E-01;;;;909;-1,32E+00;-9,20E-01;;;;909;-1,32E+00;-1,16E+00;;;;
910;-7,20E-01;7,60E-01;;;;910;-1,32E+00;-8,80E-01;;;;910;-1,36E+00;-1,12E+00;;;;
911;-8,00E-01;6,00E-01;;;;911;-1,28E+00;-9,60E-01;;;;911;-1,40E+00;-1,16E+00;;;;
912;-7,60E-01;6,40E-01;;;;912;-1,28E+00;-9,20E-01;;;;912;-1,36E+00;-1,12E+00;;;;
913;-8,40E-01;4,80E-01;;;;913;-1,32E+00;-1,00E+00;;;;913;-1,40E+00;-1,20E+00;;;;
914;-8,00E-01;5,20E-01;;;;914;-1,28E+00;-9,60E-01;;;;914;-1,36E+00;-1,16E+00;;;;
915;-8,80E-01;3,60E-01;;;;915;-1,36E+00;-1,00E+00;;;;915;-1,44E+00;-1,20E+00;;;;
916;-8,40E-01;3,60E-01;;;;916;-1,32E+00;-1,00E+00;;;;916;-1,36E+00;-1,16E+00;;;;
917;-9,20E-01;2,40E-01;;;;917;-1,36E+00;-1,08E+00;;;;917;-1,44E+00;-1,24E+00;;;;
918;-8,80E-01;2,40E-01;;;;918;-1,32E+00;-1,00E+00;;;;918;-1,44E+00;-1,24E+00;;;;
919;-9,60E-01;1,20E-01;;;;919;-1,40E+00;-1,08E+00;;;;919;-1,36E+00;-1,16E+00;;;;
920;-9,20E-01;1,60E-01;;;;920;-1,32E+00;-1,04E+00;;;;920;-1,44E+00;-1,20E+00;;;;
921;-1,00E+00;0,00E+00;;;;921;-1,40E+00;-1,12E+00;;;;921;-1,36E+00;-1,28E+00;;;;
922;-9,60E-01;4,00E-02;;;;922;-1,32E+00;-1,04E+00;;;;922;-1,40E+00;-1,28E+00;;;;
923;-1,04E+00;-8,00E-02;;;;923;-1,40E+00;-1,12E+00;;;;923;-1,44E+00;-1,20E+00;;;;
924;-1,00E+00;-4,00E-02;;;;924;-1,36E+00;-1,08E+00;;;;924;-1,40E+00;-1,24E+00;;;;
925;-1,08E+00;-1,60E-01;;;;925;-1,40E+00;-1,16E+00;;;;925;-1,44E+00;-1,28E+00;;;;
926;-1,04E+00;-1,60E-01;;;;926;-1,40E+00;-1,12E+00;;;;926;-1,40E+00;-1,24E+00;;;;
927;-1,12E+00;-2,40E-01;;;;927;-1,36E+00;-1,20E+00;;;;927;-1,44E+00;-1,32E+00;;;;
928;-1,04E+00;-2,40E-01;;;;928;-1,40E+00;-1,20E+00;;;;928;-1,40E+00;-1,24E+00;;;;
929;-1,12E+00;-3,20E-01;;;;929;-1,36E+00;-1,12E+00;;;;929;-1,44E+00;-1,32E+00;;;;
930;-1,08E+00;-3,20E-01;;;;930;-1,36E+00;-1,16E+00;;;;930;-1,44E+00;-1,28E+00;;;;
931;-1,16E+00;-4,00E-01;;;;931;-1,44E+00;-1,24E+00;;;;931;-1,40E+00;-1,32E+00;;;;
932;-1,12E+00;-3,60E-01;;;;932;-1,36E+00;-1,16E+00;;;;932;-1,40E+00;-1,32E+00;;;;
933;-1,16E+00;-4,80E-01;;;;933;-1,44E+00;-1,24E+00;;;;933;-1,48E+00;-1,28E+00;;;;
934;-1,12E+00;-4,40E-01;;;;934;-1,36E+00;-1,20E+00;;;;934;-1,40E+00;-1,28E+00;;;;
935;-1,20E+00;-5,60E-01;;;;935;-1,44E+00;-1,24E+00;;;;935;-1,48E+00;-1,36E+00;;;;
936;-1,16E+00;-5,20E-01;;;;936;-1,40E+00;-1,20E+00;;;;936;-1,40E+00;-1,32E+00;;;;
937;-1,20E+00;-6,00E-01;;;;937;-1,44E+00;-1,28E+00;;;;937;-1,48E+00;-1,36E+00;;;;
938;-1,16E+00;-6,40E-01;;;;938;-1,40E+00;-1,28E+00;;;;938;-1,48E+00;-1,28E+00;;;;
939;-1,24E+00;-5,60E-01;;;;939;-1,44E+00;-1,20E+00;;;;939;-1,40E+00;-1,36E+00;;;;
940;-1,20E+00;-6,40E-01;;;;940;-1,40E+00;-1,24E+00;;;;940;-1,48E+00;-1,32E+00;;;;
941;-1,24E+00;-7,20E-01;;;;941;-1,44E+00;-1,32E+00;;;;941;-1,40E+00;-1,36E+00;;;;
942;-1,20E+00;-6,80E-01;;;;942;-1,40E+00;-1,24E+00;;;;942;-1,44E+00;-1,36E+00;;;;
943;-1,28E+00;-7,60E-01;;;;943;-1,48E+00;-1,32E+00;;;;943;-1,48E+00;-1,32E+00;;;;
944;-1,24E+00;-7,20E-01;;;;944;-1,40E+00;-1,32E+00;;;;944;-1,48E+00;-1,32E+00;;;;
945;-1,28E+00;-8,00E-01;;;;945;-1,48E+00;-1,24E+00;;;;945;-1,40E+00;-1,40E+00;;;;
946;-1,24E+00;-7,60E-01;;;;946;-1,40E+00;-1,28E+00;;;;946;-1,44E+00;-1,32E+00;;;;
947;-1,32E+00;-8,80E-01;;;;947;-1,48E+00;-1,32E+00;;;;947;-1,48E+00;-1,40E+00;;;;
948;-1,32E+00;-8,00E-01;;;;948;-1,44E+00;-1,28E+00;;;;948;-1,44E+00;-1,40E+00;;;;
949;-1,24E+00;-8,80E-01;;;;949;-1,40E+00;-1,36E+00;;;;949;-1,48E+00;-1,36E+00;;;;
950;-1,32E+00;-8,40E-01;;;;950;-1,48E+00;-1,36E+00;;;;950;-1,44E+00;-1,36E+00;;;;
951;-1,24E+00;-9,60E-01;;;;951;-1,40E+00;-1,28E+00;;;;951;-1,48E+00;-1,40E+00;;;;
952;-1,28E+00;-8,80E-01;;;;952;-1,48E+00;-1,28E+00;;;;952;-1,48E+00;-1,36E+00;;;;
953;-1,32E+00;-9,60E-01;;;;953;-1,40E+00;-1,36E+00;;;;953;-1,44E+00;-1,40E+00;;;;
954;-1,28E+00;-9,20E-01;;;;954;-1,48E+00;-1,32E+00;;;;954;-1,44E+00;-1,40E+00;;;;
955;-1,36E+00;-1,00E+00;;;;955;-1,40E+00;-1,36E+00;;;;955;-1,48E+00;-1,36E+00;;;;
956;-1,36E+00;-9,60E-01;;;;956;-1,48E+00;-1,32E+00;;;;956;-1,48E+00;-1,40E+00;;;;
957;-1,28E+00;-1,04E+00;;;;957;-1,40E+00;-1,36E+00;;;;957;-1,44E+00;-1,36E+00;;;;
958;-1,32E+00;-1,00E+00;;;;958;-1,44E+00;-1,36E+00;;;;958;-1,44E+00;-1,36E+00;;;;
959;-1,36E+00;-1,08E+00;;;;959;-1,48E+00;-1,32E+00;;;;959;-1,48E+00;-1,44E+00;;;;
960;-1,32E+00;-1,08E+00;;;;960;-1,44E+00;-1,32E+00;;;;960;-1,44E+00;-1,36E+00;;;;
961;-1,40E+00;-1,00E+00;;;;961;-1,48E+00;-1,40E+00;;;;961;-1,52E+00;-1,44E+00;;;;
962;-1,32E+00;-1,04E+00;;;;962;-1,44E+00;-1,40E+00;;;;962;-1,48E+00;-1,44E+00;;;;
963;-1,40E+00;-1,12E+00;;;;963;-1,48E+00;-1,32E+00;;;;963;-1,44E+00;-1,36E+00;;;;
964;-1,40E+00;-1,08E+00;;;;964;-1,48E+00;-1,40E+00;;;;964;-1,48E+00;-1,44E+00;;;;
965;-1,32E+00;-1,16E+00;;;;965;-1,44E+00;-1,36E+00;;;;965;-1,44E+00;-1,36E+00;;;;
966;-1,36E+00;-1,08E+00;;;;966;-1,48E+00;-1,36E+00;;;;966;-1,48E+00;-1,40E+00;;;;
967;-1,40E+00;-1,16E+00;;;;967;-1,44E+00;-1,40E+00;;;;967;-1,44E+00;-1,44E+00;;;;
968;-1,40E+00;-1,16E+00;;;;968;-1,44E+00;-1,36E+00;;;;968;-1,48E+00;-1,44E+00;;;;
969;-1,36E+00;-1,12E+00;;;;969;-1,48E+00;-1,40E+00;;;;969;-1,44E+00;-1,36E+00;;;;
970;-1,40E+00;-1,12E+00;;;;970;-1,48E+00;-1,36E+00;;;;970;-1,44E+00;-1,40E+00;;;;
971;-1,36E+00;-1,20E+00;;;;971;-1,44E+00;-1,44E+00;;;;971;-1,52E+00;-1,44E+00;;;;
972;-1,36E+00;-1,16E+00;;;;972;-1,44E+00;-1,36E+00;;;;972;-1,48E+00;-1,44E+00;;;;
973;-1,44E+00;-1,24E+00;;;;973;-1,48E+00;-1,44E+00;;;;973;-1,44E+00;-1,40E+00;;;;
974;-1,44E+00;-1,16E+00;;;;974;-1,44E+00;-1,36E+00;;;;974;-1,44E+00;-1,40E+00;;;;
975;-1,36E+00;-1,24E+00;;;;975;-1,52E+00;-1,44E+00;;;;975;-1,52E+00;-1,48E+00;;;;
976;-1,40E+00;-1,20E+00;;;;976;-1,44E+00;-1,44E+00;;;;976;-1,44E+00;-1,44E+00;;;;
977;-1,44E+00;-1,24E+00;;;;977;-1,52E+00;-1,36E+00;;;;977;-1,52E+00;-1,40E+00;;;;
978;-1,40E+00;-1,20E+00;;;;978;-1,48E+00;-1,44E+00;;;;978;-1,48E+00;-1,40E+00;;;;
979;-1,44E+00;-1,28E+00;;;;979;-1,44E+00;-1,36E+00;;;;979;-1,44E+00;-1,48E+00;;;;
980;-1,44E+00;-1,20E+00;;;;980;-1,44E+00;-1,44E+00;;;;980;-1,44E+00;-1,44E+00;;;;
981;-1,36E+00;-1,28E+00;;;;981;-1,52E+00;-1,36E+00;;;;981;-1,52E+00;-1,40E+00;;;;
982;-1,44E+00;-1,24E+00;;;;982;-1,44E+00;-1,44E+00;;;;982;-1,52E+00;-1,44E+00;;;;
983;-1,40E+00;-1,32E+00;;;;983;-1,48E+00;-1,36E+00;;;;983;-1,44E+00;-1,40E+00;;;;
984;-1,44E+00;-1,24E+00;;;;984;-1,44E+00;-1,44E+00;;;;984;-1,44E+00;-1,40E+00;;;;
985;-1,40E+00;-1,32E+00;;;;985;-1,48E+00;-1,36E+00;;;;985;-1,52E+00;-1,48E+00;;;;
986;-1,44E+00;-1,24E+00;;;;986;-1,52E+00;-1,44E+00;;;;986;-1,48E+00;-1,44E+00;;;;
987;-1,40E+00;-1,32E+00;;;;987;-1,44E+00;-1,36E+00;;;;987;6,40E-01;-1,28E+00;;;;
988;-1,44E+00;-1,32E+00;;;;988;-1,48E+00;-1,44E+00;;;;988;5,60E-01;-1,32E+00;;;;
989;-1,40E+00;-1,28E+00;;;;989;-1,44E+00;-1,36E+00;;;;989;6,80E-01;-1,08E+00;;;;
990;-1,40E+00;-1,28E+00;;;;990;-1,44E+00;-1,40E+00;;;;990;6,40E-01;-1,12E+00;;;;
991;-1,48E+00;-1,36E+00;;;;991;-1,52E+00;-1,44E+00;;;;991;7,20E-01;-9,20E-01;;;;
992;-1,40E+00;-1,32E+00;;;;992;-1,44E+00;-1,40E+00;;;;992;7,20E-01;-9,60E-01;;;;
993;-1,48E+00;-1,36E+00;;;;993;-1,52E+00;-1,48E+00;;;;993;8,00E-01;-7,60E-01;;;;
994;-1,48E+00;-1,32E+00;;;;994;-1,44E+00;-1,44E+00;;;;994;7,60E-01;-7,60E-01;;;;
995;-1,40E+00;-1,36E+00;;;;995;-1,52E+00;-1,40E+00;;;;995;8,40E-01;-6,00E-01;;;;
996;-1,44E+00;-1,32E+00;;;;996;-1,52E+00;-1,44E+00;;;;996;8,00E-01;-6,40E-01;;;;
997;-1,48E+00;-1,36E+00;;;;997;-1,44E+00;-1,40E+00;;;;997;8,80E-01;-4,40E-01;;;;
998;-1,44E+00;-1,36E+00;;;;998;-1,52E+00;-1,40E+00;;;;998;8,40E-01;-4,80E-01;;;;
999;-1,48E+00;-1,32E+00;;;;999;-1,44E+00;-1,48E+00;;;;999;9,20E-01;-3,20E-01;;;;
1000;-1,48E+00;-1,32E+00;;;;1000;-1,44E+00;-1,40E+00;;;;1000;8,80E-01;-3,60E-01;;;;
1001;-1,40E+00;-1,40E+00;;;;1001;-1,52E+00;-1,48E+00;;;;1001;9,60E-01;-2,00E-01;;;;
1002;-1,48E+00;-1,32E+00;;;;1002;-1,44E+00;-1,40E+00;;;;1002;9,20E-01;-2,40E-01;;;;
1003;-1,40E+00;-1,40E+00;;;;1003;-1,52E+00;-1,48E+00;;;;1003;1,00E+00;-8,00E-02;;;;
1004;-1,44E+00;-1,40E+00;;;;1004;-1,52E+00;-1,40E+00;;;;1004;9,60E-01;-1,20E-01;;;;
1005;-1,48E+00;-1,32E+00;;;;1005;-1,44E+00;-1,48E+00;;;;1005;1,04E+00;4,00E-02;;;;
1006;-1,48E+00;-1,40E+00;;;;1006;-1,44E+00;-1,48E+00;;;;1006;1,00E+00;0,00E+00;;;;
1007;-1,44E+00;-1,32E+00;;;;1007;-1,52E+00;-1,40E+00;;;;1007;1,08E+00;1,20E-01;;;;
1008;-1,48E+00;-1,36E+00;;;;1008;-1,44E+00;-1,48E+00;;;;1008;1,04E+00;1,20E-01;;;;
1009;-1,44E+00;-1,44E+00;;;;1009;-1,52E+00;-1,40E+00;;;;1009;1,12E+00;2,40E-01;;;;
1010;-1,44E+00;-1,36E+00;;;;1010;-1,52E+00;-1,48E+00;;;;1010;1,08E+00;2,00E-01;;;;
1011;-1,48E+00;-1,40E+00;;;;1011;-1,44E+00;-1,40E+00;;;;1011;1,16E+00;3,20E-01;;;;
1012;-1,44E+00;-1,36E+00;;;;1012;-1,44E+00;-1,48E+00;;;;1012;1,12E+00;2,80E-01;;;;
1013;-1,48E+00;-1,44E+00;;;;1013;-1,52E+00;-1,40E+00;;;;1013;1,20E+00;4,00E-01;;;;
1014;-1,44E+00;-1,36E+00;;;;1014;-1,44E+00;-1,48E+00;;;;1014;1,20E+00;3,60E-01;;;;
1015;-1,52E+00;-1,44E+00;;;;1015;-1,52E+00;-1,40E+00;;;;1015;1,12E+00;4,80E-01;;;;
1016;-1,48E+00;-1,36E+00;;;;1016;-1,44E+00;-1,40E+00;;;;1016;1,16E+00;4,40E-01;;;;
1017;-1,44E+00;-1,44E+00;;;;1017;-1,52E+00;-1,48E+00;;;;1017;1,24E+00;5,60E-01;;;;
1018;-1,52E+00;-1,36E+00;;;;1018;-1,52E+00;-1,48E+00;;;;1018;1,20E+00;5,20E-01;;;;
1019;-1,44E+00;-1,44E+00;;;;1019;6,00E-01;-1,20E+00;;;;1019;1,24E+00;6,40E-01;;;;
1020;-1,48E+00;-1,44E+00;;;;1020;6,00E-01;-1,28E+00;;;;1020;1,20E+00;6,00E-01;;;;
1021;-1,44E+00;-1,36E+00;;;;1021;6,80E-01;-1,08E+00;;;;1021;1,28E+00;6,80E-01;;;;
1022;-1,44E+00;-1,44E+00;;;;1022;6,40E-01;-1,12E+00;;;;1022;1,24E+00;6,40E-01;;;;
1023;-1,52E+00;-1,36E+00;;;;1023;7,20E-01;-9,20E-01;;;;1023;1,28E+00;7,60E-01;;;;
1024;-1,44E+00;-1,44E+00;;;;1024;6,80E-01;-9,20E-01;;;;1024;1,24E+00;7,20E-01;;;;
1025;-1,52E+00;-1,36E+00;;;;1025;8,00E-01;-7,60E-01;;;;1025;1,32E+00;8,00E-01;;;;
1026;-1,44E+00;-1,44E+00;;;;1026;7,60E-01;-7,60E-01;;;;1026;1,32E+00;7,60E-01;;;;
1027;-1,52E+00;-1,36E+00;;;;1027;8,40E-01;-6,00E-01;;;;1027;1,28E+00;8,40E-01;;;;
1028;-1,44E+00;-1,44E+00;;;;1028;8,00E-01;-6,00E-01;;;;1028;1,28E+00;8,00E-01;;;;
1029;-1,52E+00;-1,36E+00;;;;1029;8,80E-01;-4,40E-01;;;;1029;1,36E+00;8,80E-01;;;;
1030;-1,44E+00;-1,44E+00;;;;1030;8,40E-01;-4,80E-01;;;;1030;1,28E+00;8,80E-01;;;;
1031;-1,52E+00;-1,40E+00;;;;1031;9,20E-01;-3,20E-01;;;;1031;1,36E+00;9,20E-01;;;;
1032;-1,44E+00;-1,44E+00;;;;1032;8,80E-01;-3,60E-01;;;;1032;1,32E+00;8,80E-01;;;;
1033;-1,52E+00;-1,40E+00;;;;1033;9,60E-01;-2,00E-01;;;;1033;1,36E+00;1,00E+00;;;;
1034;-1,44E+00;-1,44E+00;;;;1034;9,20E-01;-2,40E-01;;;;1034;1,32E+00;9,60E-01;;;;
1035;-1,52E+00;-1,40E+00;;;;1035;1,04E+00;-8,00E-02;;;;1035;1,40E+00;1,04E+00;;;;
1036;-1,44E+00;-1,44E+00;;;;1036;9,60E-01;-1,20E-01;;;;1036;1,40E+00;1,00E+00;;;;
1037;-1,52E+00;-1,40E+00;;;;1037;1,04E+00;4,00E-02;;;;1037;1,32E+00;1,04E+00;;;;
1038;-1,44E+00;-1,44E+00;;;;1038;1,00E+00;0,00E+00;;;;1038;1,40E+00;1,08E+00;;;;
1039;-1,52E+00;-1,40E+00;;;;1039;1,08E+00;1,20E-01;;;;1039;1,32E+00;1,00E+00;;;;
1040;-1,52E+00;-1,40E+00;;;;1040;1,04E+00;1,20E-01;;;;1040;1,36E+00;1,08E+00;;;;
1041;-1,44E+00;-1,44E+00;;;;1041;1,12E+00;2,40E-01;;;;1041;1,44E+00;1,12E+00;;;;
1042;-1,52E+00;-1,48E+00;;;;1042;1,08E+00;2,00E-01;;;;1042;1,44E+00;1,08E+00;;;;
1043;-1,44E+00;-1,40E+00;;;;1043;1,16E+00;3,20E-01;;;;1043;1,36E+00;1,16E+00;;;;
1044;-1,44E+00;-1,40E+00;;;;1044;1,12E+00;2,80E-01;;;;1044;1,44E+00;1,12E+00;;;;
1045;-1,52E+00;-1,48E+00;;;;1045;1,16E+00;4,00E-01;;;;1045;1,40E+00;1,20E+00;;;;
1046;-1,44E+00;-1,40E+00;;;;1046;1,12E+00;3,60E-01;;;;1046;1,40E+00;1,20E+00;;;;
1047;-1,52E+00;-1,48E+00;;;;1047;1,20E+00;4,80E-01;;;;1047;1,44E+00;1,16E+00;;;;
1048;-1,44E+00;-1,40E+00;;;;1048;1,16E+00;4,40E-01;;;;1048;1,40E+00;1,20E+00;;;;
1049;-1,52E+00;-1,48E+00;;;;1049;1,24E+00;5,60E-01;;;;1049;1,48E+00;1,24E+00;;;;
1050;-1,44E+00;-1,40E+00;;;;1050;1,24E+00;5,20E-01;;;;1050;1,40E+00;1,20E+00;;;;
1051;-1,52E+00;-1,48E+00;;;;1051;1,16E+00;6,00E-01;;;;1051;1,48E+00;1,28E+00;;;;
1052;-1,44E+00;-1,40E+00;;;;1052;1,20E+00;6,00E-01;;;;1052;1,48E+00;1,24E+00;;;;
1053;-1,52E+00;-1,48E+00;;;;1053;1,28E+00;7,20E-01;;;;1053;1,40E+00;1,28E+00;;;;
1054;-1,44E+00;-1,40E+00;;;;1054;1,28E+00;6,40E-01;;;;1054;1,44E+00;1,24E+00;;;;
1055;-1,52E+00;-1,48E+00;;;;1055;1,24E+00;7,60E-01;;;;1055;1,48E+00;1,32E+00;;;;
1056;-1,44E+00;-1,48E+00;;;;1056;1,24E+00;7,20E-01;;;;1056;1,48E+00;1,32E+00;;;;
1057;-1,52E+00;-1,40E+00;;;;1057;1,32E+00;8,00E-01;;;;1057;1,40E+00;1,24E+00;;;;
1058;-1,44E+00;-1,40E+00;;;;1058;1,28E+00;7,60E-01;;;;1058;1,44E+00;1,28E+00;;;;
1059;-1,52E+00;-1,48E+00;;;;1059;1,32E+00;8,40E-01;;;;1059;1,52E+00;1,36E+00;;;;
1060;-1,52E+00;-1,48E+00;;;;1060;1,32E+00;8,00E-01;;;;1060;1,44E+00;1,32E+00;;;;
1061;-1,44E+00;-1,40E+00;;;;1061;1,28E+00;8,80E-01;;;;1061;1,48E+00;1,36E+00;;;;
1062;-1,52E+00;-1,48E+00;;;;1062;1,36E+00;8,80E-01;;;;1062;1,44E+00;1,36E+00;;;;
1063;-1,44E+00;-1,40E+00;;;;1063;1,28E+00;9,60E-01;;;;1063;1,52E+00;1,32E+00;;;;
1064;-1,52E+00;-1,48E+00;;;;1064;1,32E+00;8,80E-01;;;;1064;1,44E+00;1,32E+00;;;;
1065;-1,44E+00;-1,40E+00;;;;1065;1,36E+00;9,60E-01;;;;1065;1,52E+00;1,40E+00;;;;
1066;-1,52E+00;-1,40E+00;;;;1066;1,32E+00;9,60E-01;;;;1066;1,52E+00;1,36E+00;;;;
1067;-1,44E+00;-1,48E+00;;;;1067;1,40E+00;1,04E+00;;;;1067;1,44E+00;1,40E+00;;;;
1068;-1,48E+00;-1,44E+00;;;;1068;1,36E+00;1,00E+00;;;;1068;1,52E+00;1,40E+00;;;;
1069;-1,52E+00;-1,48E+00;;;;1069;1,40E+00;1,08E+00;;;;1069;1,44E+00;1,36E+00;;;;
1070;-1,44E+00;-1,44E+00;;;;1070;1,40E+00;1,00E+00;;;;1070;1,44E+00;1,36E+00;;;;
1071;-1,52E+00;-1,48E+00;;;;1071;1,36E+00;1,12E+00;;;;1071;1,56E+00;1,44E+00;;;;
1072;-1,44E+00;-1,44E+00;;;;1072;1,36E+00;1,04E+00;;;;1072;1,52E+00;1,40E+00;;;;
1073;-1,52E+00;-1,48E+00;;;;1073;1,44E+00;1,12E+00;;;;1073;1,48E+00;1,44E+00;;;;
1074;-1,52E+00;-1,48E+00;;;;1074;1,36E+00;1,08E+00;;;;1074;1,48E+00;1,40E+00;;;;
1075;-1,44E+00;-1,40E+00;;;;1075;1,44E+00;1,16E+00;;;;1075;1,52E+00;1,44E+00;;;;
1076;-1,44E+00;-1,48E+00;;;;1076;1,40E+00;1,12E+00;;;;1076;1,56E+00;1,40E+00;;;;
1077;-1,52E+00;-1,40E+00;;;;1077;1,44E+00;1,20E+00;;;;1077;1,48E+00;1,48E+00;;;;
1078;-1,52E+00;-1,48E+00;;;;1078;1,44E+00;1,16E+00;;;;1078;1,48E+00;1,48E+00;;;;
1079;-1,44E+00;-1,40E+00;;;;1079;1,40E+00;1,24E+00;;;;1079;1,56E+00;1,40E+00;;;;
1080;-1,52E+00;-1,48E+00;;;;1080;1,44E+00;1,16E+00;;;;1080;1,48E+00;1,48E+00;;;;
1081;-1,44E+00;-1,44E+00;;;;1081;1,40E+00;1,24E+00;;;;1081;1,56E+00;1,40E+00;;;;
1082;-1,52E+00;-1,48E+00;;;;1082;1,48E+00;1,20E+00;;;;1082;1,48E+00;1,48E+00;;;;
1083;-1,44E+00;-1,44E+00;;;;1083;1,40E+00;1,28E+00;;;;1083;1,56E+00;1,40E+00;;;;
1084;-1,52E+00;-1,48E+00;;;;1084;1,48E+00;1,20E+00;;;;1084;1,48E+00;1,44E+00;;;;
1085;-1,44E+00;-1,40E+00;;;;1085;1,40E+00;1,28E+00;;;;1085;1,56E+00;1,52E+00;;;;
1086;-1,52E+00;-1,48E+00;;;;1086;1,48E+00;1,24E+00;;;;1086;1,56E+00;1,44E+00;;;;
1087;-1,44E+00;-1,44E+00;;;;1087;1,40E+00;1,32E+00;;;;1087;1,48E+00;1,52E+00;;;;
1088;-1,48E+00;-1,48E+00;;;;1088;1,44E+00;1,32E+00;;;;1088;1,56E+00;1,44E+00;;;;
1089;-1,52E+00;-1,40E+00;;;;1089;1,48E+00;1,24E+00;;;;1089;1,48E+00;1,52E+00;;;;
1090;-1,48E+00;-1,44E+00;;;;1090;1,44E+00;1,28E+00;;;;1090;1,56E+00;1,52E+00;;;;
1091;-1,52E+00;-1,48E+00;;;;1091;1,48E+00;1,36E+00;;;;1091;1,48E+00;1,44E+00;;;;
1092;-1,52E+00;-1,44E+00;;;;1092;1,48E+00;1,36E+00;;;;1092;1,56E+00;1,52E+00;;;;
1093;-1,44E+00;-1,48E+00;;;;1093;1,44E+00;1,28E+00;;;;1093;1,48E+00;1,44E+00;;;;
1094;-1,52E+00;-1,48E+00;;;;1094;1,44E+00;1,36E+00;;;;1094;1,48E+00;1,52E+00;;;;
1095;-1,44E+00;-1,40E+00;;;;1095;1,52E+00;1,32E+00;;;;1095;1,56E+00;1,44E+00;;;;
1096;-1,44E+00;-1,44E+00;;;;1096;1,44E+00;1,32E+00;;;;1096;1,56E+00;1,48E+00;;;;
1097;-1,52E+00;-1,48E+00;;;;1097;1,52E+00;1,40E+00;;;;1097;1,48E+00;1,52E+00;;;;
1098;-1,52E+00;-1,48E+00;;;;1098;1,52E+00;1,40E+00;;;;1098;1,56E+00;1,52E+00;;;;
1099;-1,44E+00;-1,44E+00;;;;1099;1,44E+00;1,32E+00;;;;1099;1,48E+00;1,48E+00;;;;
1100;-1,52E+00;-1,48E+00;;;;1100;1,52E+00;1,36E+00;;;;1100;1,56E+00;1,52E+00;;;;
1101;6,00E-01;-1,16E+00;;;;1101;1,44E+00;1,40E+00;;;;1101;1,52E+00;1,48E+00;;;;
1102;5,60E-01;-1,36E+00;;;;1102;1,48E+00;1,36E+00;;;;1102;1,52E+00;1,48E+00;;;;
1103;6,40E-01;-1,16E+00;;;;1103;1,52E+00;1,44E+00;;;;1103;1,56E+00;1,56E+00;;;;
1104;6,40E-01;-1,16E+00;;;;1104;1,48E+00;1,44E+00;;;;1104;1,52E+00;1,48E+00;;;;
1105;7,20E-01;-9,60E-01;;;;1105;1,52E+00;1,36E+00;;;;1105;1,56E+00;1,56E+00;;;;
1106;6,80E-01;-1,00E+00;;;;1106;1,48E+00;1,44E+00;;;;1106;1,52E+00;1,52E+00;;;;
1107;7,60E-01;-8,00E-01;;;;1107;1,52E+00;1,40E+00;;;;1107;1,60E+00;1,56E+00;;;;
1108;7,20E-01;-8,40E-01;;;;1108;1,48E+00;1,40E+00;;;;1108;1,52E+00;1,52E+00;;;;
1109;8,00E-01;-6,40E-01;;;;1109;1,56E+00;1,48E+00;;;;1109;1,60E+00;1,56E+00;;;;
1110;7,60E-01;-6,40E-01;;;;1110;1,48E+00;1,40E+00;;;;1110;1,56E+00;1,56E+00;;;;
1111;8,80E-01;-4,80E-01;;;;1111;1,56E+00;1,48E+00;;;;1111;1,52E+00;1,48E+00;;;;
1112;8,00E-01;-5,20E-01;;;;1112;1,48E+00;1,48E+00;;;;1112;1,56E+00;1,56E+00;;;;
1113;9,20E-01;-3,60E-01;;;;1113;1,56E+00;1,40E+00;;;;1113;1,52E+00;1,48E+00;;;;
1114;8,80E-01;-4,00E-01;;;;1114;1,48E+00;1,48E+00;;;;1114;1,56E+00;1,56E+00;;;;
1115;9,60E-01;-2,40E-01;;;;1115;1,56E+00;1,40E+00;;;;1115;1,52E+00;1,52E+00;;;;
1116;9,20E-01;-2,40E-01;;;;1116;1,56E+00;1,44E+00;;;;1116;1,52E+00;1,56E+00;;;;
1117;1,00E+00;-1,20E-01;;;;1117;1,48E+00;1,52E+00;;;;1117;1,60E+00;1,52E+00;;;;
